"","Genus","obj_id","species","speciesMatched","uuid","ifungorum_number","acid_phosphatase","acidPhosphatase_count","alpha_glucosidase","alphaGlucosidase15_count","alphaGlucosidase31_count","alphaMannanase76_count","aminoAcidPermease_count","ammoniumTransporter_count","amylase88_count","ascoma_development","ascoma_type","ascus_dehiscence","auxinResponsivePromoter_count","beta_glucosidase","beta_glucuronidase","beta_xylosidase","betaGlucanSynthase_count","betaGlucosidase1_count","betaXylosidase43_count","blueChannel_mean","blueChannel_sd","cellobiohydrolase","cellobiohydrolase6_count","cellobiohydrolase7_count","chitinase_count","chitosanase8_count","Cohens_d_Cellulose","Cohens_d_Glucose","Cohens_d_Lignin","Cohens_d_Tannin","Cohens_d_Xylan","coldShockProtein_count","colour_mean","confidence_fg","crystalineCellulaseAA9_count","culture_media","culture_notes","dsDNA","elevation","em_expl","em_text","endoglucanase12_count","endoglucanase9_count","extension_rate","fruiting_body_size","fungalLigninPeroxidase_count","glucosidase81_count","glycopeptidase85_count","glycoproteinSynthesis92_count","greenChannel_mean","greenChannel_sd","growth_form_fg","guild_fg","heatShockProtein_count","higher_clade","invertase32_count","latitude","leucine_aminopeptidase","longitude","map","mat","melanin_content","melanin_count","n_acetyl_glucosaminidase","nitrateTransporter_count","notes_fg","peroxidase","phenol_oxidase","phosphateTransporter_count","redChannel_mean","redChannel_sd","RNAHelicase_count","RNApolymerase_count","source_funguild_fg","spore_length","spore_size","spore_width","sporocarp_chitin","sporocarp_N","sporocarp_protein","sporocarp_resp","sterol_type","studyName","substrate","taxonomic_level_fg","tissue_c","tissue_cn","tissue_cp","tissue_n","tissue_np","tissue_p","total_genes","trait_fg","trehalase_count","trophic_mode_fg"
"134","Calosphaeria","Schoch_etal_2009_48","Calosphaeria_pulchella","Calosphaeria pulchella","dcd51a61-d88a-437f-8cb6-015ca4c6b0e2",275590,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Calostoma","Tedersoo_Smith_2013_26","Calostoma","Calostoma sp.","1cb1803a-36b9-11d5-9548-00d0592d548c",19049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"LD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gasteroid","Ectomycorrhizal",NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"136","Calvatia","Zhang_and_Elser_414","Button_mushroom","Calvatia craniiformis","1cb18046-36b9-11d5-9548-00d0592d548c",265958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,33.16,NA,131.54,1787,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ergosterol","Zhang_and_Elser","",NA,44,6.18,142.08,8.3,22.97,0.8,NA,NA,NA,NA
"137","Camarops","Schoch_etal_2009_49","Camarops_microspora","Camarops microspora","5431cd4c-a974-422a-bdfb-2ceb32ce371b",271094,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Camarosporium","Schoch_etal_2009_89","Cucurbitaria_elongata","Camarosporium elongatum","1cb185bb-36b9-11d5-9548-00d0592d548c",623004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Camarosporula","Treseder_etal_2016_204","Camarosporula_persooniae","Camarosporula persooniae","ff5ed4f3-8566-4d5a-a4f9-c33a666f4375",254665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0,0,0,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Campylospora","Treseder_etal_2016_205","Campylospora_parvula","Campylospora parvula","95a7f078-658e-4738-862f-b81e2c12fcb2",310214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Candelaria","Treseder_etal_2016_83","OTUkt0379","Candelaria fibrosa","a47460fe-eda3-48e2-9d96-faa3e86ba855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Candelariella","Schoch_etal_2009_42","Buellia_frigida","Candelariella subdeflexa","ca222821-4712-45cd-8ff6-14ecc6de6db4",381921,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Candida","Grigoriev_etal_2014_31","Candida_tenuis","Candida tenuis","1cb1afc7-36b9-11d5-9548-00d0592d548c",284782,NA,3,NA,1,3,5.99999999999999,4,4,3,NA,NA,NA,0,NA,NA,NA,3,2,0,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,3,0,0,NA,NA,NA,NA,2,"Ascomycota",0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1,NA,NA,14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grigoriev_etal_2014",NA,NA,NA,NA,NA,NA,NA,NA,5533,NA,1,NA
"144","Canoparmelia","Schoch_etal_2009_52","Candelariella_terrigena","Canoparmelia caroliniana","f073ff4e-35fa-45e7-93d7-ec35e0e0fc03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thallus","Lichenized",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"145","Cantharellula","Bassler_etal_2015_42","Cantharellula_umbonata","Cantharellula umbonata","134cf215-aaa9-430b-9f03-1528280a4dd7",281056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,60.933807510252,3.5,NA,NA,NA,NA,NA,"Bassler_etal_2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Cantharellus","Zhang_and_Elser_416","Cantharellus_cibarius","Cantharellus cibarius","1cb18084-36b9-11d5-9548-00d0592d548c",200345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,210,"MD","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cantherelloid","Ectomycorrhizal",NA,"Basidiomycota",NA,47.5,NA,-121.76,1688,10,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688",NA,NA,NA,9,3.1,32,8,NA,"Zhang_and_Elser","",13,44,17.15,236.81,3,18.51,0.44,NA,"NULL",NA,"Symbiotroph"
"147","Capnobotryella","Treseder_etal_2016_209","Capnobotryella_renispora","Capnobotryella renispora","7cfa8d91-485e-4a5a-a98d-b99956aa0931",131937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Capnodium","Schoch_etal_2009_54","Capnodium_coffeae","Capnodium coffeae","7a0797c6-0add-4548-b84a-444f342073da",164147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"149","Capronia","Mouginot_etal_2014_11","Capronia_pilosella","Capronia pilosella","1cb180a1-36b9-11d5-9548-00d0592d548c",129148,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46059348668044,-1.46059348668044,0.894427190999916,0.894427190999916,0.894427190999916,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Undefined Saprotroph",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688; Taylor DL, et al. 2014. Ecological Monographs 84:3-20.",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,9.72,87.6,NA,9.01,NA,NA,"NULL",NA,"Saprotroph"
"150","Carbonicola","Schoch_etal_2009_155","Hypocenomyce_scalaris","Carbonicola myrmecina","7cc807e6-f2a0-4a82-9d6f-43e2a8486835",804841,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Castoreum","Tedersoo_Smith_2013_28","Castoreum","Castoreum sp.","1cb1c56c-36b9-11d5-9548-00d0592d548c",19057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"MD","Mat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"152","Catathelasma","Zhang_and_Elser_434","Catathelasma_ventricosum","Catathelasma ventricosum","1cb180a9-36b9-11d5-9548-00d0592d548c",284818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,150,"MD","Mat",NA,NA,NA,13225,NA,NA,NA,NA,NA,NA,"Agaricoid","Ectomycorrhizal",NA,"Basidiomycota",NA,33.16,NA,131.54,1787,15.9,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688",12.5,220.173285139085,5.8,NA,NA,NA,NA,NA,"Zhang_and_Elser","",13,44,4.5,87.44,11.4,19.42,1.3,NA,"NULL",NA,"Symbiotroph"
"153","Catenaria","Weete_2013_10","Catenaria_anguillulae","Catenaria anguillulae","1cb1afdb-36b9-11d5-9548-00d0592d548c",213424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lanosterol","Weete_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Catillaria","Treseder_etal_2016_247","Catillaria_aphana","Catillaria aphana","db4b0a51-4e65-4a03-a290-47619342e66e",135742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Cazia","Tedersoo_Smith_2013_30","Cazia","Cazia sp.","4cff834d-cee8-44c5-8840-996cc650fc79",25290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"156","Celerioriella","Treseder_etal_2016_1902","Phaeomoniella_prunicola","Celerioriella prunicola","ff92d0d6-30b2-481e-bb2d-689fa790a292",812479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Cenococcum","Zhang_and_Elser_1","Cenococcum geophilum _","Cenococcum geophilum","7159c864-1821-4feb-a10f-ab786266c88b",202222,86.3149853924195,NA,0.426053472082891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.477920457308,0.822718422017023,64.9832044368601,NA,NA,NA,NA,NA,72.1141374373258,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,"Highly Probable",NA,"HalfPDB",NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,"Ascomycota",NA,NA,11.9289542040731,NA,NA,NA,210,NA,124.692925974225,NA,"NULL",1.31441532188267,0.254240826601945,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688",NA,NA,NA,NA,NA,NA,NA,"Ergosterol","Siletti_etal_2017","",13,44,52.92,757.78,0.97,14.32,0.15,NA,"NULL",NA,"Symbiotroph"
"158","Ceramothyrium","Schoch_etal_2009_58","Ceramothyrium_carniolicum","Ceramothyrium carniolicum","467e1e79-cb5f-4843-aacf-79e8d20c19a4",327605,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Ceratobasidium","Tedersoo_Smith_2013_32","Ceratobasidium","Ceratobasidium sp.","1cb180c1-36b9-11d5-9548-00d0592d548c",17260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible",NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resupinate","Ectomycorrhizal",NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Tedersoo L, et al. 2014. Science 346:1256688",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"160","Ceratocystis","Schoch_etal_2009_59","Ceratocystis_fimbriata","Ceratocystis fimbriata","1cb180c5-36b9-11d5-9548-00d0592d548c",167245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Deliquescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"161","Cercophora","Mouginot_etal_2014_8","Cercophora_sp","Cercophora sp","aae6d564-9c88-436b-af61-b7c03b47abbb",415350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouginot_etal_2014",NA,NA,NA,6.32,45.7,NA,7.26,NA,NA,NA,NA,NA
"162","Cercospora","Weete_2013_80","Cercospora_arachidicola","Cercospora arachidicola","10f5b6b7-a42c-4176-ac04-ad47f7fc887e",119877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,"Ergosterol","Weete_2013",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"163","Cerioporus","Zhang_and_Elser_935","Polyporus_elegans","Cerioporus leptocephalus","1cb19b30-36b9-11d5-9548-00d0592d548c",812037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,-121.76,1688,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","Soil",NA,44,12.58,195.98,4.08,15.58,0.58,NA,NA,NA,NA
"164","Ceriporiopsis","Grigoriev_etal_2014_32","Ceriporiopsis_subvermispora","Ceriporiopsis subvermispora","692df078-551f-47fd-b255-7bebe551b1b8",105132,NA,11,NA,3,6,0,0,1.99999999999999,4,NA,NA,NA,0,NA,NA,NA,4,3,1.99999999999999,NA,NA,NA,0,3,11,0,NA,NA,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,1.99999999999999,0,NA,NA,17,0,1,3,NA,NA,NA,NA,6,"Basidiomycota",0,NA,NA,NA,NA,NA,NA,5.00000000000001,NA,1,NA,NA,NA,0,NA,NA,18,31.0000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grigoriev_etal_2014",NA,NA,NA,NA,NA,NA,NA,NA,12125,NA,1.99999999999999,NA
"165","Cetraria","Treseder_etal_2016_288","Cetraria_islandica","Cetraria islandica subsp. islandica","b71e5b5b-cdfc-43b8-a1ba-6e31691f22b0",428114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46059348668044,-1.46059348668044,-1.46059348668044,0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
